[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_15-52-32-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-52-32-383.wav
[2025-02-12_15-52-37-440] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-52-37-440.wav
[2025-02-12_15-52-42-495] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-52-42-495.wav
[2025-02-12_15-52-47-552] Confidence: 0.90 | Text: 2620 | Audio: audio_logs/speech_2025-02-12_15-52-47-552.wav
[2025-02-12_15-52-52-608] Confidence: 0.90 | Text: Kessler | Audio: audio_logs/speech_2025-02-12_15-52-52-608.wav
[2025-02-12_15-52-57-664] Confidence: 0.90 | Text: Shane Boulevard | Audio: audio_logs/speech_2025-02-12_15-52-57-664.wav
[2025-02-12_15-53-02-720] Confidence: 0.90 | Text: East | Audio: audio_logs/speech_2025-02-12_15-53-02-720.wav
[2025-02-12_15-53-07-776] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-53-07-776.wav
[2025-02-12_15-53-12-833] Confidence: 0.90 | Text: 100 | Audio: audio_logs/speech_2025-02-12_15-53-12-833.wav
[2025-02-12_15-53-17-889] Confidence: 0.90 | Text: thank you very much | Audio: audio_logs/speech_2025-02-12_15-53-17-889.wav
[2025-02-12_15-53-22-945] Confidence: 0.90 | Text: appreciate you reschedule me and get me an appointment that's on Friday | Audio: audio_logs/speech_2025-02-12_15-53-22-945.wav
[2025-02-12_15-53-28-000] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-53-28-000.wav
[2025-02-12_15-53-33-057] Confidence: 0.90 | Text: hello okay I was just saying thank you | Audio: audio_logs/speech_2025-02-12_15-53-33-057.wav
[2025-02-12_15-53-38-113] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-53-38-113.wav
[2025-02-12_15-53-43-169] Confidence: 0.90 | Text: well I'll just bring my ID | Audio: audio_logs/speech_2025-02-12_15-53-43-169.wav
[2025-02-12_15-53-48-225] Confidence: 0.90 | Text: and have an obvious | Audio: audio_logs/speech_2025-02-12_15-53-48-225.wav
[2025-02-12_15-53-53-281] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-53-53-281.wav
[2025-02-12_15-53-58-337] Confidence: 0.90 | Text: thank you you too | Audio: audio_logs/speech_2025-02-12_15-53-58-337.wav
[2025-02-12_15-54-03-393] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-03-393.wav
[2025-02-12_15-54-08-449] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-08-449.wav
[2025-02-12_15-54-13-505] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-13-505.wav
[2025-02-12_15-54-18-561] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-18-561.wav
[2025-02-12_15-54-23-617] Confidence: 0.90 | Text: hey Matt it's an awesome snap I missed your call so I can go | Audio: audio_logs/speech_2025-02-12_15-54-23-617.wav
[2025-02-12_15-54-28-674] Confidence: 0.90 | Text: hey I'm doing okay | Audio: audio_logs/speech_2025-02-12_15-54-28-674.wav
[2025-02-12_15-54-33-730] Confidence: 0.90 | Text: sorry I was on the phone with another appointment | Audio: audio_logs/speech_2025-02-12_15-54-33-730.wav
[2025-02-12_15-54-38-786] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-38-786.wav
[2025-02-12_15-54-43-842] Confidence: 0.90 | Text: I am interested in doing a paid Board of | Audio: audio_logs/speech_2025-02-12_15-54-43-842.wav
[2025-02-12_15-54-48-898] Confidence: 0.90 | Text: I don't have any experience | Audio: audio_logs/speech_2025-02-12_15-54-48-898.wav
[2025-02-12_15-54-53-954] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-54-53-954.wav
[2025-02-12_15-54-59-010] Confidence: 0.90 | Text: soccer soccer business | Audio: audio_logs/speech_2025-02-12_15-54-59-010.wav
[2025-02-12_15-55-04-066] Confidence: 0.90 | Text: battery stages song that will actually end up having a | Audio: audio_logs/speech_2025-02-12_15-55-04-066.wav
[2025-02-12_15-55-09-122] Confidence: 0.90 | Text: pictures of here shortly currently | Audio: audio_logs/speech_2025-02-12_15-55-09-122.wav
[2025-02-12_15-55-14-178] Confidence: 0.90 | Text: Danielle seed funding of things like that | Audio: audio_logs/speech_2025-02-12_15-55-14-178.wav
[2025-02-12_15-55-19-234] Confidence: 0.90 | Text: what what exactly | Audio: audio_logs/speech_2025-02-12_15-55-19-234.wav
[2025-02-12_15-55-24-290] Confidence: 0.90 | Text: because you know sitting out the board and tail and | Audio: audio_logs/speech_2025-02-12_15-55-24-290.wav
[2025-02-12_15-55-29-346] Confidence: 0.90 | Text: what exactly would be like the time commitment and | Audio: audio_logs/speech_2025-02-12_15-55-29-346.wav
[2025-02-12_15-55-34-402] Confidence: 0.90 | Text: yeah yeah I guess | Audio: audio_logs/speech_2025-02-12_15-55-34-402.wav
[2025-02-12_15-55-39-458] Confidence: 0.90 | Text: cancel the quality details | Audio: audio_logs/speech_2025-02-12_15-55-39-458.wav
[2025-02-12_15-55-44-515] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-55-44-515.wav
[2025-02-12_15-55-49-571] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-55-49-571.wav
[2025-02-12_15-55-54-627] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-55-54-627.wav
[2025-02-12_15-55-59-683] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-55-59-683.wav
[2025-02-12_15-56-04-739] Confidence: 0.90 | Text: play that sounds good | Audio: audio_logs/speech_2025-02-12_15-56-04-739.wav
[2025-02-12_15-56-09-795] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-56-09-795.wav
[2025-02-12_15-56-14-851] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-56-14-851.wav
[2025-02-12_15-56-19-907] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_15-56-19-907.wav
[2025-02-12_15-56-24-963] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-56-24-963.wav
[2025-02-12_15-56-30-019] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-56-30-019.wav
[2025-02-12_15-56-35-075] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-56-35-075.wav
[2025-02-12_15-56-40-131] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-56-40-131.wav
[2025-02-12_15-56-45-187] Confidence: 0.90 | Text: prior | Audio: audio_logs/speech_2025-02-12_15-56-45-187.wav
[2025-02-12_15-56-50-244] Confidence: 0.90 | Text: and every shot to me on a | Audio: audio_logs/speech_2025-02-12_15-56-50-244.wav
[2025-02-12_15-56-55-300] Confidence: 0.90 | Text: play Florida director position and | Audio: audio_logs/speech_2025-02-12_15-56-55-300.wav
[2025-02-12_15-57-00-356] Confidence: 0.90 | Text: the the schedule was more like 20 hours a week | Audio: audio_logs/speech_2025-02-12_15-57-00-356.wav
[2025-02-12_15-57-05-412] Confidence: 0.90 | Text: but hey was only I think | Audio: audio_logs/speech_2025-02-12_15-57-05-412.wav
[2025-02-12_15-57-10-468] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-10-468.wav
[2025-02-12_15-57-15-524] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-15-524.wav
[2025-02-12_15-57-20-580] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-20-580.wav
[2025-02-12_15-57-25-636] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-25-636.wav
[2025-02-12_15-57-30-692] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-30-692.wav
[2025-02-12_15-57-35-748] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-35-748.wav
[2025-02-12_15-57-40-804] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-57-40-804.wav
[2025-02-12_15-57-45-860] Confidence: 0.90 | Text: so I'm primarily in | Audio: audio_logs/speech_2025-02-12_15-57-45-860.wav
[2025-02-12_15-57-50-916] Confidence: 0.90 | Text: so how's my experience I have almost 15 years of professional | Audio: audio_logs/speech_2025-02-12_15-57-50-916.wav
[2025-02-12_15-57-55-972] Confidence: 0.90 | Text: well about 15 years of professional experience now | Audio: audio_logs/speech_2025-02-12_15-57-55-972.wav
[2025-02-12_15-58-01-028] Confidence: 0.90 | Text: play a software engineer building | Audio: audio_logs/speech_2025-02-12_15-58-01-028.wav
[2025-02-12_15-58-06-084] Confidence: 0.90 | Text: high performance web applications | Audio: audio_logs/speech_2025-02-12_15-58-06-084.wav
[2025-02-12_15-58-11-141] Confidence: 0.90 | Text: bearing industries from Medical Healthcare | Audio: audio_logs/speech_2025-02-12_15-58-11-141.wav
[2025-02-12_15-58-16-197] Confidence: 0.90 | Text: transportation and Fleet Management | Audio: audio_logs/speech_2025-02-12_15-58-16-197.wav
[2025-02-12_15-58-21-253] Confidence: 0.90 | Text: even | Audio: audio_logs/speech_2025-02-12_15-58-21-253.wav
[2025-02-12_15-58-26-309] Confidence: 0.90 | Text: like online coursework | Audio: audio_logs/speech_2025-02-12_15-58-26-309.wav
[2025-02-12_15-58-31-365] Confidence: 0.90 | Text: play Bad Romance on my my business | Audio: audio_logs/speech_2025-02-12_15-58-31-365.wav
[2025-02-12_15-58-36-421] Confidence: 0.90 | Text: running is a cloud computing company and I have | Audio: audio_logs/speech_2025-02-12_15-58-36-421.wav
[2025-02-12_15-58-41-477] Confidence: 0.90 | Text: about 10 years of experience in parallel computing | Audio: audio_logs/speech_2025-02-12_15-58-41-477.wav
[2025-02-12_15-58-46-533] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-58-46-533.wav
[2025-02-12_15-58-51-589] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-58-51-589.wav
[2025-02-12_15-58-56-645] Confidence: 0.90 | Text: yeah never mind quarterly travel | Audio: audio_logs/speech_2025-02-12_15-58-56-645.wav
[2025-02-12_15-59-01-701] Confidence: 0.90 | Text: how how far is you know travel distance | Audio: audio_logs/speech_2025-02-12_15-59-01-701.wav
[2025-02-12_15-59-06-757] Confidence: 0.90 | Text: are we looking at | Audio: audio_logs/speech_2025-02-12_15-59-06-757.wav
[2025-02-12_15-59-11-813] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-11-813.wav
[2025-02-12_15-59-16-869] Confidence: 0.90 | Text: oh wow | Audio: audio_logs/speech_2025-02-12_15-59-16-869.wav
[2025-02-12_15-59-21-925] Confidence: 0.90 | Text: hello I'm open to | Audio: audio_logs/speech_2025-02-12_15-59-21-925.wav
[2025-02-12_15-59-26-981] Confidence: 0.90 | Text: most of the | Audio: audio_logs/speech_2025-02-12_15-59-26-981.wav
[2025-02-12_15-59-32-038] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-32-038.wav
[2025-02-12_15-59-37-094] Confidence: 0.90 | Text: play 1015 with my schedule too much | Audio: audio_logs/speech_2025-02-12_15-59-37-094.wav
[2025-02-12_15-59-42-150] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-42-150.wav
[2025-02-12_15-59-47-206] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-47-206.wav
[2025-02-12_15-59-52-262] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-52-262.wav
[2025-02-12_15-59-57-318] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-59-57-318.wav
[2025-02-12_16-00-02-374] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-02-374.wav
[2025-02-12_16-00-07-430] Confidence: 0.90 | Text: okay that | Audio: audio_logs/speech_2025-02-12_16-00-07-430.wav
[2025-02-12_16-00-12-486] Confidence: 0.90 | Text: backwards and I work for startup in the past | Audio: audio_logs/speech_2025-02-12_16-00-12-486.wav
[2025-02-12_16-00-17-542] Confidence: 0.90 | Text: can I have my own startup so that you know after | Audio: audio_logs/speech_2025-02-12_16-00-17-542.wav
[2025-02-12_16-00-22-598] Confidence: 0.90 | Text: what's my experience | Audio: audio_logs/speech_2025-02-12_16-00-22-598.wav
[2025-02-12_16-00-27-654] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-27-654.wav
[2025-02-12_16-00-32-710] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-32-710.wav
[2025-02-12_16-00-37-766] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-37-766.wav
[2025-02-12_16-00-42-822] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-42-822.wav
[2025-02-12_16-00-47-879] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-47-879.wav
[2025-02-12_16-00-52-935] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-52-935.wav
[2025-02-12_16-00-57-990] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-00-57-990.wav
[2025-02-12_16-01-03-047] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-03-047.wav
[2025-02-12_16-01-08-103] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-08-103.wav
[2025-02-12_16-01-13-159] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-13-159.wav
[2025-02-12_16-01-18-215] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-18-215.wav
[2025-02-12_16-01-23-271] Confidence: 0.90 | Text: all right | Audio: audio_logs/speech_2025-02-12_16-01-23-271.wav
[2025-02-12_16-01-28-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-28-327.wav
[2025-02-12_16-01-33-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-33-383.wav
[2025-02-12_16-01-38-439] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-38-439.wav
[2025-02-12_16-01-43-495] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-43-495.wav
[2025-02-12_16-01-48-551] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-48-551.wav
[2025-02-12_16-01-53-607] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-53-607.wav
[2025-02-12_16-01-58-663] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-01-58-663.wav
[2025-02-12_16-02-03-719] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-02-03-719.wav
[2025-02-12_16-02-08-775] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-02-08-775.wav
[2025-02-12_16-02-13-831] Confidence: 0.90 | Text: oh okay so it's a membership | Audio: audio_logs/speech_2025-02-12_16-02-13-831.wav
[2025-02-12_16-02-18-887] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-02-18-887.wav
[2025-02-12_16-02-23-943] Confidence: 0.90 | Text: interested of | Audio: audio_logs/speech_2025-02-12_16-02-23-943.wav
[2025-02-12_16-02-28-999] Confidence: 0.90 | Text: would you be at that so | Audio: audio_logs/speech_2025-02-12_16-02-28-999.wav
[2025-02-12_16-02-34-055] Confidence: 0.90 | Text: service with the membership so | Audio: audio_logs/speech_2025-02-12_16-02-34-055.wav
[2025-02-12_16-02-39-111] Confidence: 0.90 | Text: you basically pay | Audio: audio_logs/speech_2025-02-12_16-02-39-111.wav
[2025-02-12_16-02-44-167] Confidence: 0.90 | Text: and then that | Audio: audio_logs/speech_2025-02-12_16-02-44-167.wav
[2025-02-12_16-02-49-224] Confidence: 0.90 | Text: yes you access to more girls but does that | Audio: audio_logs/speech_2025-02-12_16-02-49-224.wav
[2025-02-12_16-02-54-280] Confidence: 0.90 | Text: what does each board Siege require a certain | Audio: audio_logs/speech_2025-02-12_16-02-54-280.wav
[2025-02-12_16-02-59-336] Confidence: 0.90 | Text: like is there an interview process for | Audio: audio_logs/speech_2025-02-12_16-02-59-336.wav
[2025-02-12_16-03-04-392] Confidence: 0.90 | Text: weather | Audio: audio_logs/speech_2025-02-12_16-03-04-392.wav
[2025-02-12_16-03-09-448] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-09-448.wav
[2025-02-12_16-03-14-504] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-14-504.wav
[2025-02-12_16-03-19-560] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_16-03-19-560.wav
[2025-02-12_16-03-24-616] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-24-616.wav
[2025-02-12_16-03-29-672] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-29-672.wav
[2025-02-12_16-03-34-728] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-34-728.wav
[2025-02-12_16-03-39-784] Confidence: 0.90 | Text: okay and there's no limit | Audio: audio_logs/speech_2025-02-12_16-03-39-784.wav
[2025-02-12_16-03-44-840] Confidence: 0.90 | Text: how many bird seeds one could take because | Audio: audio_logs/speech_2025-02-12_16-03-44-840.wav
[2025-02-12_16-03-49-896] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-03-49-896.wav
[2025-02-12_16-03-54-952] Confidence: 0.90 | Text: board seats then | Audio: audio_logs/speech_2025-02-12_16-03-54-952.wav
[2025-02-12_16-04-00-008] Confidence: 0.90 | Text: I could basically do that | Audio: audio_logs/speech_2025-02-12_16-04-00-008.wav
[2025-02-12_16-04-05-064] Confidence: 0.90 | Text: regular full-time soccer work | Audio: audio_logs/speech_2025-02-12_16-04-05-064.wav
[2025-02-12_16-04-10-121] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-04-10-121.wav
[2025-02-12_16-04-15-177] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-04-15-177.wav
[2025-02-12_16-04-20-233] Confidence: 0.90 | Text: I'm definitely interested how long does it usually | Audio: audio_logs/speech_2025-02-12_16-04-20-233.wav
[2025-02-12_16-04-25-289] Confidence: 0.90 | Text: from the time that you know we get | Audio: audio_logs/speech_2025-02-12_16-04-25-289.wav
[2025-02-12_16-04-30-345] Confidence: 0.90 | Text: playing in place to the point where | Audio: audio_logs/speech_2025-02-12_16-04-30-345.wav
[2025-02-12_16-04-35-401] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-04-35-401.wav
[2025-02-12_16-04-40-457] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-04-40-457.wav
[2025-02-12_16-04-45-514] Confidence: 0.90 | Text: and this one last night in monthly month | Audio: audio_logs/speech_2025-02-12_16-04-45-514.wav
[2025-02-12_16-04-50-570] Confidence: 0.90 | Text: Boston $1,000 before there's a chance that report seat | Audio: audio_logs/speech_2025-02-12_16-04-50-570.wav
[2025-02-12_16-04-55-626] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-04-55-626.wav
[2025-02-12_16-05-00-682] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-05-00-682.wav
[2025-02-12_16-05-05-738] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-05-05-738.wav
[2025-02-12_16-05-10-794] Confidence: 0.90 | Text: okay I mean I'm still interested | Audio: audio_logs/speech_2025-02-12_16-05-10-794.wav
[2025-02-12_16-05-15-850] Confidence: 0.90 | Text: open my kids get aboard seat you know within the next like 90 days | Audio: audio_logs/speech_2025-02-12_16-05-15-850.wav
[2025-02-12_16-05-20-906] Confidence: 0.90 | Text: shut down benefits mom it was a 5-month process | Audio: audio_logs/speech_2025-02-12_16-05-20-906.wav
[2025-02-12_16-05-25-962] Confidence: 0.90 | Text: I'm so interested | Audio: audio_logs/speech_2025-02-12_16-05-25-962.wav
