[2025-02-13_09-26-29-299] Confidence: 0.90 | Text: hello | Audio: audio_logs1/speech_2025-02-13_09-26-29-299.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.93045333719101), np.float64(18.589175602611167), np.float64(34.86374568271822), np.float64(6.29283376430806), np.float64(70.37847416864072), np.float64(197.681777906367), np.float64(180.6838936004774), np.float64(92.72888374532107), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_11-15-13-042] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-13-042.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(19.3124898283937), np.float64(5.931176651416792), np.float64(62.856006220502344), np.float64(25.388329324967), np.float64(15.2619301640115), np.float64(37.61233974069185), np.float64(43.97750492757817), np.float64(31.174843131227284), np.float64(9.837073470642485)] | Type: Normal Sound Range
[2025-02-13_11-15-18-077] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-18-077.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.3124898283937), np.float64(5.569519538525524), np.float64(62.856006220502344), np.float64(23.941700873401928), np.float64(15.695918699481023), np.float64(37.901665431004865), np.float64(31.898157357009822), np.float64(85.2064157971827), np.float64(10.126399160955499)] | Type: Normal Sound Range
[2025-02-13_11-15-23-090] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-23-090.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.3124898283937), np.float64(7.088479412668849), np.float64(43.54351639210864), np.float64(55.83985823041175), np.float64(60.32440643026347), np.float64(30.45152890544475), np.float64(10.922044809316288), np.float64(64.0133089817544), np.float64(34.35742572467044)] | Type: Normal Sound Range
[2025-02-13_11-15-28-103] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-28-103.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.3124898283937), np.float64(6.726822299777582), np.float64(43.54351639210864), np.float64(63.43465760112837), np.float64(33.4894486537314), np.float64(55.83985823041175), np.float64(59.745755049637445), np.float64(67.55754868808883), np.float64(84.70009583913492)] | Type: Normal Sound Range
[2025-02-13_11-15-33-116] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-33-116.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.3124898283937), np.float64(63.43465760112837), np.float64(4.339885354695213), np.float64(43.54351639210864), np.float64(55.695195385255246), np.float64(7.956456483607892), np.float64(67.1235601526193), np.float64(59.745755049637445), np.float64(85.2064157971827)] | Type: Normal Sound Range
[2025-02-13_11-15-38-129] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-38-129.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.384821250971953), np.float64(4.701542467586481), np.float64(63.28999475597187), np.float64(43.54351639210864), np.float64(55.695195385255246), np.float64(33.634111498887904), np.float64(66.90656588488454), np.float64(9.186090667438203), np.float64(25.388329324967)] | Type: Normal Sound Range
[2025-02-13_11-15-43-143] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-43-143.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.384821250971953), np.float64(33.41711723115315), np.float64(43.54351639210864), np.float64(5.714182383682031), np.float64(62.928337643080596), np.float64(55.695195385255246), np.float64(9.692410625485977), np.float64(66.8342344623063), np.float64(79.20290772318765)] | Type: Normal Sound Range
[2025-02-13_11-15-48-156] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-48-156.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.384821250971953), np.float64(4.629211045008228), np.float64(25.60532359270176), np.float64(15.551255854324516), np.float64(43.54351639210864), np.float64(34.28509430209219), np.float64(9.837073470642485), np.float64(60.03508073995046), np.float64(63.723983291441385)] | Type: Normal Sound Range
[2025-02-13_11-15-53-169] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-53-169.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.384821250971953), np.float64(5.858845228838539), np.float64(63.868646136597896), np.float64(43.54351639210864), np.float64(55.695195385255246), np.float64(37.901665431004865), np.float64(59.31176651416792), np.float64(32.187483047322836), np.float64(83.54279307788286)] | Type: Normal Sound Range
[2025-02-13_11-15-58-182] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-15-58-182.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.384821250971953), np.float64(5.714182383682031), np.float64(64.08564040433265), np.float64(43.54351639210864), np.float64(33.34478580857489), np.float64(38.769642501943906), np.float64(87.08703278421729), np.float64(67.99153722355835), np.float64(14.82794162854198)] | Type: Normal Sound Range
[2025-02-13_11-16-03-195] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-03-195.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(5.424856693369017), np.float64(67.62988011066709), np.float64(62.71134337534584), np.float64(43.54351639210864), np.float64(24.303357986293197), np.float64(33.4894486537314), np.float64(38.6249796567874), np.float64(55.62286396267699)] | Type: Normal Sound Range
[2025-02-13_11-16-08-230] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-08-230.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.384821250971953), np.float64(5.569519538525524), np.float64(37.250682627800586), np.float64(63.57932044628488), np.float64(10.632719119003273), np.float64(33.27245438599664), np.float64(54.89954973689446), np.float64(59.89041789479395), np.float64(23.580043760510662)] | Type: Normal Sound Range
[2025-02-13_11-16-13-243] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-13-243.wav | Frequencies: [np.float64(19.384821250971953), np.float64(2.0976112547693533), np.float64(5.7865138062602846), np.float64(43.54351639210864), np.float64(62.56668053018933), np.float64(38.769642501943906), np.float64(66.68957161714978), np.float64(55.62286396267699), np.float64(9.620079202907723), np.float64(34.14043145693568)] | Type: Normal Sound Range
[2025-02-13_11-16-18-256] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-18-256.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.384821250971953), np.float64(4.412216777273468), np.float64(63.868646136597896), np.float64(43.54351639210864), np.float64(33.12779154084013), np.float64(23.507712337932407), np.float64(38.769642501943906), np.float64(15.695918699481023), np.float64(68.78718287191914)] | Type: Normal Sound Range
[2025-02-13_11-16-23-269] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-23-269.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.384821250971953), np.float64(4.773873890164735), np.float64(43.54351639210864), np.float64(65.17061174300646), np.float64(33.92343718920092), np.float64(10.777381964159781), np.float64(39.34829388256994), np.float64(55.405869694942226), np.float64(23.00139237988463)] | Type: Normal Sound Range
[2025-02-13_11-16-28-282] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-28-282.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(4.339885354695213), np.float64(62.928337643080596), np.float64(43.54351639210864), np.float64(36.67203124717456), np.float64(55.478201117520484), np.float64(10.488056273846766), np.float64(24.448020831449703), np.float64(67.19589157519756)] | Type: Normal Sound Range
[2025-02-13_11-16-33-295] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-33-295.wav | Frequencies: [np.float64(19.384821250971953), np.float64(1.157302761252057), np.float64(5.7865138062602846), np.float64(64.30263467206741), np.float64(43.54351639210864), np.float64(11.790021880255331), np.float64(38.841973924522165), np.float64(24.37568940887145), np.float64(55.550532540098736), np.float64(15.768250122059277)] | Type: Normal Sound Range
[2025-02-13_11-16-38-308] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-38-308.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.384821250971953), np.float64(6.582159454621074), np.float64(43.54351639210864), np.float64(64.9536174752717), np.float64(37.973996853583124), np.float64(33.34478580857489), np.float64(25.388329324967), np.float64(55.405869694942226), np.float64(10.198730583533752)] | Type: Normal Sound Range
[2025-02-13_11-16-43-321] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-43-321.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(4.412216777273468), np.float64(43.54351639210864), np.float64(36.96135693748757), np.float64(63.36232617855012), np.float64(9.692410625485977), np.float64(23.29071807019765), np.float64(59.31176651416792), np.float64(67.99153722355835)] | Type: Normal Sound Range
[2025-02-13_11-16-48-335] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-48-335.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.871485144934089), np.float64(19.384821250971953), np.float64(62.928337643080596), np.float64(23.580043760510662), np.float64(15.04493589627674), np.float64(38.55264823420915), np.float64(34.429757147248694), np.float64(43.54351639210864), np.float64(67.62988011066709)] | Type: Normal Sound Range
[2025-02-13_11-16-53-348] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-53-348.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.377805102981863), np.float64(19.384821250971953), np.float64(32.69380300537061), np.float64(39.05896819225693), np.float64(47.883401746803855), np.float64(93.5968608162601), np.float64(15.189598741433247), np.float64(26.473300663640803), np.float64(43.6158478146869)] | Type: Normal Sound Range
[2025-02-13_11-16-58-382] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-16-58-382.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(4.484548199851721), np.float64(33.20012296341839), np.float64(9.54774778032947), np.float64(107.12283683839352), np.float64(63.50698902370663), np.float64(43.54351639210864), np.float64(159.78011247536213), np.float64(212.65438238006547)] | Type: Normal Sound Range
[2025-02-13_11-17-03-395] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-03-395.wav | Frequencies: [np.float64(0.506319958047775), np.float64(7.160810835247102), np.float64(18.733838447767674), np.float64(11.645359035098824), np.float64(82.74714742952207), np.float64(62.928337643080596), np.float64(33.27245438599664), np.float64(37.973996853583124), np.float64(91.78857525180378), np.float64(26.690294931375565)] | Type: Normal Sound Range
[2025-02-13_11-17-08-408] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-08-408.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(7.667130793294878), np.float64(19.45715267355021), np.float64(13.59830744471167), np.float64(26.690294931375565), np.float64(43.47118496953039), np.float64(35.29773421818774), np.float64(71.60810835247102), np.float64(52.44028136923383), np.float64(47.883401746803855)] | Type: Normal Sound Range
[2025-02-13_11-17-13-421] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-13-421.wav | Frequencies: [np.float64(0.14466284515650712), np.float64(4.701542467586481), np.float64(19.45715267355021), np.float64(11.790021880255331), np.float64(35.587059908500756), np.float64(23.29071807019765), np.float64(26.907289199110327), np.float64(46.219779027504025), np.float64(30.668523173179512), np.float64(40.505596643821995)] | Type: Normal Sound Range
[2025-02-13_11-17-18-435] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-18-435.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(19.45715267355021), np.float64(37.033688360065824), np.float64(27.19661488942334), np.float64(59.67342362705919), np.float64(4.701542467586481), np.float64(46.14744760492577), np.float64(9.764742048064232), np.float64(42.45854505343484), np.float64(30.88551744091427)] | Type: Normal Sound Range
[2025-02-13_11-17-23-448] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-23-448.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(19.384821250971953), np.float64(46.14744760492577), np.float64(4.556879622429975), np.float64(35.442397063344245), np.float64(59.8180864722157), np.float64(23.652375183088914), np.float64(15.04493589627674), np.float64(11.211370499629302), np.float64(30.668523173179512)] | Type: Normal Sound Range
[2025-02-13_11-17-28-461] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-28-461.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(5.135531003056003), np.float64(12.58566752861612), np.float64(19.384821250971953), np.float64(38.841973924522165), np.float64(24.665015099184465), np.float64(34.86374568271822), np.float64(8.75210213196868), np.float64(29.077231876457933), np.float64(73.12706822661436)] | Type: Normal Sound Range
[2025-02-13_11-17-33-474] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-33-474.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(5.207862425634256), np.float64(37.250682627800586), np.float64(19.45715267355021), np.float64(46.14744760492577), np.float64(24.014032295980183), np.float64(11.790021880255331), np.float64(33.20012296341839), np.float64(159.99710674309688), np.float64(41.01191660186977)] | Type: Normal Sound Range
[2025-02-13_11-17-38-487] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-38-487.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(6.871485144934089), np.float64(46.14744760492577), np.float64(36.81669409233106), np.float64(12.368673260881359), np.float64(24.15869514113669), np.float64(63.000669065658855), np.float64(28.353917650675395), np.float64(57.937469485181104)] | Type: Normal Sound Range
[2025-02-13_11-17-43-521] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-43-521.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(5.063199580477749), np.float64(46.14744760492577), np.float64(34.93607710529647), np.float64(59.23943509158967), np.float64(10.994376231894542), np.float64(63.000669065658855), np.float64(39.05896819225693), np.float64(55.550532540098736)] | Type: Normal Sound Range
[2025-02-13_11-17-48-535] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-17-48-535.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.384821250971953), np.float64(6.943816567512342), np.float64(46.14744760492577), np.float64(30.01754036997523), np.float64(14.972604473698487), np.float64(37.5400083181136), np.float64(56.41850961103778), np.float64(25.460660747545255), np.float64(63.651651868863134)] | Type: Normal Sound Range
